@relation WekaExcel-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute x41 numeric
@attribute x42 numeric
@attribute x43 numeric
@attribute x44 numeric
@attribute x45 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute x48 numeric
@attribute x49 numeric
@attribute x50 numeric
@attribute x51 numeric
@attribute x52 numeric
@attribute x53 numeric
@attribute x54 numeric
@attribute y {-1,1}

@data
0.605263,0.38292,0.405405,0.486711,0.632479,0.58125,0.676471,0.641791,0.821429,0.254902,0.747253,0.741206,0.669278,0.812281,0.497076,0.793876,0.920869,0.849162,0.293651,0.782609,0.798439,0.673067,0.473552,0.818182,0.593925,0.587194,0.186339,0.502194,0.829077,0.653672,0.549474,0.417327,0.65252,0.701389,0.812848,0.482014,0.497175,0.472441,0.933333,0.804878,0.833333,0.941667,0.922481,0.934256,0.877301,0.627778,0.627778,0.883871,0.909091,0.9,0.779025,0.774811,0.495833,0.89231,1
0.81579,0.242424,0.587838,0.475083,0.700855,0.590625,0.558824,0.716418,0.839285,0.633987,0.948718,0.954774,0.872507,0.974561,0.575049,0.920578,0.999071,0.913408,0.301587,0.913043,0.907905,0.668804,0.785569,0.954545,0.780248,0.783274,0.472125,0.568436,0.834387,0.649592,0.579941,0.36179,0.822281,0.782407,0.742184,0.461331,0.254237,0.543307,0.8,0.829268,0.791667,0.866667,0.837209,0.955017,0.846626,0.75,0.75,0.819355,0.842424,0.58,0.958531,0.972926,0.320833,0.943076,1
0.657895,0.399449,0.351352,0.491694,0.636921,0.53315,0.852941,0.671642,0.758928,0.284314,0.893773,0.888191,0.821225,0.917441,0.580897,0.928458,0.991442,0.913408,0.920635,0.847826,0.858825,0.707354,0.488851,0.886364,0.710165,0.783274,0.233049,0.50209,0.872819,0.843155,0.619574,0.19727,0.755968,0.704475,0.559604,0.748801,0.689266,0.527559,0.8,0.804878,0.75,0.866667,0.834625,0.956747,0.846626,0.661111,0.661111,0.825807,0.854545,0.52,0.902914,0.895445,0.483333,0.909995,1
0.736842,0.438017,0.432432,0.596346,0.636921,0.53315,0.442201,0.373134,0.723215,0.215686,0.728938,0.721106,0.653846,0.742621,0.502924,0.805177,0.898958,0.837989,0.452381,0.673913,0.690352,0.604863,0.507674,0.704545,0.578822,0.84107,0.444751,0.520061,0.286726,0.642339,0.708277,0.509192,0.580379,0.715278,0.20257,0.257944,0.338983,0.307087,0.6,0.829268,0.625,0.758333,0.710594,0.955017,0.709611,0.761111,0.766667,0.787097,0.836364,0.8,0.758777,0.766659,0.320833,0.764737,1
0.697368,0.432507,0.385135,0.820598,0.632479,0.671875,0.294118,0.985075,0.821429,0.862745,0.967033,0.967337,0.891263,0.952425,0.769981,0.93817,0.997647,0.910615,0.301587,0.934783,0.937133,0.642857,0.441023,0.977273,0.873579,0.93412,0.72677,0.67506,0.962832,0.779692,0.752764,0.369716,0.909814,0.677108,0.87773,0.683753,0.322034,0.440945,0.666667,0.95122,0.791667,0.779167,0.723514,0.967128,0.822086,0.605556,0.6,0.658065,0.690909,0.04,0.965481,0.995061,0.2125,0.969998,1
0.657895,0.347107,0.418919,0.453488,0.65812,0.584375,0.676471,0.597015,0.803571,0.316993,0.802198,0.792714,0.739316,0.8484,0.506823,0.809947,0.967673,0.913408,0.309524,0.73913,0.753219,0.689562,0.480743,0.772727,0.59121,0.878229,0.125063,0.475185,0.807585,0.688123,0.496899,0.37489,0.636605,0.664352,0.677944,0.329287,0.581921,0.496063,1,0.853659,0.958333,0.995833,0.98708,0.934256,0.92638,0.683333,0.683333,0.916129,0.933333,0.76,0.822896,0.841224,0.258333,0.852631,1
0.605263,0.449036,0.263514,0.799003,0.632479,0.65,0.382353,0.895522,0.830357,0.820261,0.820513,0.797739,0.824074,0.882611,0.68616,0.835419,0.993706,0.913408,0.293651,0.73913,0.860479,0.625621,0.430647,0.931818,0.770406,0.872933,0.752888,0.672135,0.986094,0.732094,0.626854,0.341149,0.809019,0.923611,0.770236,0.494604,0.615819,0.330709,0.666667,0.878049,0.75,0.795833,0.744186,0.949827,0.779141,0.522222,0.505556,0.612903,0.654545,0.18,0.415835,0.436325,0.075,0.85395,1
1,0,0.533784,0.337209,0.564103,0.515625,0.588235,0.746269,0.821429,0.382353,0.820513,0.819095,0.744302,0.830908,0.536062,0.857953,0.89719,0.868715,0.111111,0.630435,0.644856,0.204335,0.233542,0.659091,0.567453,0.770281,0.669262,0.539181,0.410367,0.410698,0.576436,0.447105,0.371353,0.381173,0.188009,0.317596,0.423729,0.259843,0.666667,0.902439,0.75,0.766667,0.700258,0.961938,0.750511,0.55,0.555556,0.632258,0.672727,0.52,0.847881,0.867848,0.295833,0.779958,-1
0.828947,0.385675,0.506757,0.385382,0.555556,0.5375,0.205882,0.850746,0.758928,0.496732,0.992674,0.992462,0.894587,0.939009,0.844055,0.992431,0.984399,0.941341,0.801587,0.804348,0.80037,0.600971,0.414431,0.818182,0.611573,0.97283,0.59769,0.45058,0.358534,0.599728,0.430574,0.461746,0.657825,0.36034,0.186938,0.133693,0.39548,0.23622,0.6,0.878049,0.583333,0.745833,0.684754,0.932526,0.779141,0.65,0.655555,0.606452,0.606061,0.46,0.985852,0.982948,0.454167,0.947299,1
0.618421,0.37741,0.45946,0.410299,0.641026,0.571875,0.352941,0.507463,0.821429,0.336601,0.813187,0.806533,0.641975,0.882972,0.504873,0.808115,0.913046,0.896648,0.325397,0.73913,0.771969,0.660464,0.480212,0.772727,0.703377,0.867206,0.40005,0.533487,0.68799,0.62194,0.620383,0.390247,0.748011,0.734568,0.927623,0.577038,0.259887,0.511811,0.8,0.878049,0.708333,0.858333,0.832041,0.970588,0.805726,0.661111,0.661111,0.825807,0.848485,0.6,0.831462,0.856705,0.2,0.844448,1
0.657895,0.476584,0.371622,0.842193,0.649573,0.6375,0.294118,0.880597,0.803571,0.781046,0.838828,0.834171,0.874169,0.828122,0.668616,0.810327,0.870274,0.840782,0.301587,0.717391,0.45708,0.689191,0.498745,0.727273,0.671814,0.794437,0.638373,0.681642,0.11909,0.567996,0.636829,0.509192,0,0.896605,0.372163,0.502098,0.564972,0.338583,0.466667,0.878049,0.5,0.658333,0.583979,0.913495,0.609407,0.6,0.6,0.541936,0.593939,0.34,0.849951,0.845122,0.475,0.821925,1
0.81579,0.294766,0.493243,0.554817,0.564103,0.54375,0.617647,0.626866,0.75,0.506536,0.663004,0.646985,0.611349,0.656295,0.446394,0.712795,0.829449,0.815642,0.02381,0.521739,0.299322,0.222298,0.232481,0.522727,0.50263,0.660567,0.513812,0.612214,0.473325,0.208976,0.532758,0.492074,0.339523,0.439043,0.11606,0.350719,0.581921,0.283465,0.533333,0.902439,0.625,0.691667,0.617571,0.979239,0.607362,0.55,0.55,0.619355,0.660606,0.64,0.700565,0.717448,0.266667,0.607338,-1
0.671053,0.548209,0.216217,0.875415,0.538462,0.759375,0.323529,0.940299,0.705357,0.48366,0.904762,0.890704,0.859687,0.959907,0.74269,0.904058,0.991413,0.905028,0.142857,0.782609,0.780793,0.701238,0.496911,0.818182,0.660445,0.907208,0.47991,0.554331,0.85866,0.786491,0.532219,0.360909,0.710875,0.828704,0.755889,0.506145,0.282486,0.551181,0.8,0.902439,0.916667,0.870833,0.829457,0.967128,0.957055,0.833333,0.805556,0.845161,0.848485,0.44,0.908956,0.945692,0.141667,0.917033,1
0.75,0.269972,0.337838,0.249169,0.91453,0.071875,0.442201,0.626866,0.732143,0.205882,0.89011,0.888191,0.860161,0.8613,0.561404,0.890786,0.991308,0.941341,0.47619,0.717391,0.719856,0.483468,0.315203,0.75,0.44222,0.915303,0.505525,0.79929,0.350948,0.798277,0.458614,0.35557,0.503979,0.674383,0.62334,0.321643,0.152542,0.330709,0.933333,0.804878,0.916667,0.945833,0.917313,0.958477,0.844581,0.577778,0.577778,0.593548,0.69697,0.68,0.900318,0.860444,0.75,0.880609,1
0.631579,0.402204,0.324325,0.719269,0.641026,0.64375,0.176471,0.910448,0.821429,0.607843,0.904762,0.904523,0.747388,0.965325,0.752437,0.917122,0.987336,0.913408,0.293651,0.847826,0.836766,0.533138,0.35666,0.863636,0.72391,0.911643,0.611502,0.598266,0.793932,0.692656,0.607441,0.299978,0.769231,0.881944,0.845182,0.566547,0.706215,0.377953,0.866667,0.926829,0.958333,0.904167,0.873385,0.960208,0.97546,0.705556,0.683333,0.748387,0.745455,0.48,0.911539,0.948647,0.1375,0.938325,1
0.618421,0.506887,0.385135,0.940199,0.632479,0.6125,0.382353,0.925373,0.258929,0.977124,0.333333,0.300251,0.263295,0.343086,0.196881,0.316513,0.402982,0.371508,0,0.304348,0.000269,0.2138,0.265444,0.318182,0.596979,0.379564,0,0.336485,0.906195,0.489121,0.319763,0.379844,0.649867,0.545525,0.261456,0.221673,0.819209,0.519685,0,0.634146,0.083333,0.366667,0.069768,0.849481,0.030675,0.233333,0.233333,0.251613,0.327273,0,0.407359,0.413357,0.583333,0.3351,-1
0.631579,0.578512,0.222973,0.842193,0.581197,0.665625,0.264706,0.895522,0.776786,0.591503,0.838828,0.802764,0.762583,0.792724,0.719298,0.874127,0.996943,0.910615,0.142857,0.869565,0.845314,0.450664,0.293533,0.886364,0.597319,0.863073,0.476896,0.413175,0.807332,0.668178,0.516042,0.287759,0.639257,0.555556,0.587366,0.370504,0.59887,0.551181,0.733333,0.95122,0.833333,0.8375,0.788114,0.934256,0.93865,0.733333,0.716667,0.63871,0.648485,0.32,0.850127,0.889295,0.1,0.867676,1
0.671053,0.355372,0.45946,0.546512,0.692308,0.590625,0.794118,0.910448,0.767857,0.679739,0.923077,0.924623,0.847341,0.973891,0.590643,0.941488,0.982136,0.910615,0.31746,0.826087,0.843935,0.982208,0.854875,0.863636,0.860682,0.783274,0.586389,0.600512,0.861694,0.718495,0.648423,0.346598,0.896552,0.888889,0.943897,0.719125,0.045198,0.393701,0.8,0.878049,0.833333,0.8625,0.829457,0.961938,0.895706,0.716667,0.716667,0.806452,0.842424,0.4,0.93082,0.952285,0.2625,0.942856,1
0.631579,0.396694,0.081081,0.98505,0.538462,0.69375,0.352941,0.641791,0.767857,0.150327,0.542125,0.523869,0.587844,0.562281,0.495127,0.593385,0.735392,0.670391,0,0.478261,0.335111,0.318675,0.317519,0.5,0.516036,0.58629,0.322953,0.714554,0.844248,0.585675,0.53141,0.373294,0.572944,0.954475,0.642184,0.504496,0.355932,0.574803,0.666667,0.670732,0.666667,0.795833,0.749354,0.944637,0.644172,0.588889,0.561111,0.664516,0.690909,0.38,0.596333,0.620335,0.154167,0.558156,1
0.736842,0.674931,0.331081,0.568106,0.636921,0.53315,0.442201,0.522388,0.633929,0.039216,0.388278,0.35804,0.344017,0.382714,0.288499,0.460289,0.509314,0.486034,0.150794,0.347826,0.000312,0.198585,0.254488,0.363636,0.184286,0.269463,0.090658,0.214293,0.307206,0.424751,0.267727,0.504789,0.580379,0.326389,0.128908,0.093225,0.581921,0.291339,0.466667,0.560976,0.25,0.454167,0.49354,0.66782,0.402863,0.527778,0.527778,0.535484,0.581818,0.82,0.42566,0.429138,0.341667,0.360989,-1
0.736842,0.217631,0.358108,0.4701,0.547009,0.54375,0.647059,0.507463,0.732143,0.264706,0.912088,0.910804,0.902659,0.845769,0.584795,0.932813,0.982121,0.944134,0.484127,0.695652,0.709929,0.480688,0.314865,0.727273,0.494994,0.913279,0.616273,0.479939,0.52263,0.478241,0.482071,0.448976,0.331565,0.323302,0.136403,0.152428,0.350282,0.19685,0.733333,0.829268,0.75,0.825,0.77261,0.956747,0.777096,0.661111,0.661111,0.612903,0.690909,0.8,0.894218,0.899634,0.4,0.749252,1
0.75,0.203857,0.304054,0.270764,0.863248,0.140625,0.442201,0.61194,0.794643,0.153595,0.820513,0.80402,0.726971,0.803406,0.524366,0.837389,0.986527,0.949721,0.325397,0.652174,0.668294,0.417859,0.266458,0.681818,0.385033,0.781045,0.50226,0.693344,0.172946,0.884859,0.392559,0.374339,0.405836,0.585648,0.587366,0.328687,0.442989,0.283465,0.866667,0.768293,0.916667,0.929167,0.906977,0.951557,0.822086,0.605556,0.605556,0.503226,0.740155,0.584439,0.831138,0.814,0.608333,0.78031,1
0.644737,0.355372,0.439189,0.687708,0.632479,0.590625,0.5,0.641791,0.839285,0.54902,0.673993,0.66206,0.576686,0.699226,0.423002,0.674466,0.763867,0.703911,0.325397,0.630435,0.434686,0.322198,0.43668,0.659091,0.77923,0.694798,0.584129,0.582019,0.91909,0.537625,0.5457,0.400154,0.816976,0.798611,0.605567,0.516637,0.468927,0.551181,0.533333,0.634146,0.625,0.708333,0.648579,0.944637,0.660532,0.716667,0.716667,0.761291,0.793939,0.46,0.713025,0.723357,0.295833,0.674028,1
0.723684,0.363636,0.418919,0.418605,0.636921,0.53315,0.647059,0.820896,0.794643,0.45098,0.923077,0.919598,0.787749,0.965841,0.60039,0.956936,0.990333,0.913408,0.761905,0.847826,0.856619,0.776114,0.586583,0.909091,0.617512,0.783274,0.314164,0.515777,0.826549,0.681324,0.514424,0.416281,0.668435,0.716049,0.559604,0.736811,0.344633,0.511811,0.933333,0.841463,0.625,0.95,0.917313,0.955017,0.807771,0.805556,0.805556,0.916129,0.933333,0.52,0.931988,0.925211,0.483333,0.948179,1
0.789474,0.286501,0.398649,0.244186,0.65812,0.3625,0.442201,0.731343,0.741071,0.284314,0.875458,0.870603,0.760446,0.896543,0.553606,0.881005,0.974312,1,0.325397,0.695652,0.711032,0.536104,0.359942,0.727273,0.378076,0.920599,0.50226,0.565092,0.241719,0.532638,0.530332,0.351442,0.448276,0.469907,0.157173,0.17521,0.491525,0.448819,0.933333,0.829268,0.875,0.958333,0.937984,0.960208,0.862986,0.877778,0.877778,0.83871,0.860606,0.98,0.442793,0.43183,0.608333,0.403572,1
0.907895,0.181818,0.547297,0.448505,0.636921,0.53315,0.442201,0.537313,0.732143,0.346405,0.868132,0.869347,0.788462,0.850258,0.565302,0.902157,0.990618,0.913408,0.603175,0.717391,0.730885,0.703277,0.692664,0.772727,0.6075,0.958276,0.381215,0.592728,0.311504,0.504533,0.534915,0.424978,0.580379,0.784722,0.312848,0.413969,0.062147,0.141732,0.666667,0.829268,0.625,0.770833,0.726098,0.970588,0.723926,0.844445,0.844445,0.812903,0.842424,0.74,0.883315,0.871438,0.525,0.846384,1
0.671053,0.286501,0.432432,0.571429,0.615385,0.5,0.176471,0.597015,0.598215,0.372549,0.714286,0.704774,0.688034,0.768111,0.481481,0.771584,0.947441,0.899441,0.793651,0.673913,0.687319,0.692527,0.571718,0.704545,0.578822,0.870952,0.438222,0.515307,0.873325,0.684497,0.674845,0.634963,0.636605,0.718364,0.69272,0.594125,0.305085,0.559055,0.8,0.829268,0.666667,0.858333,0.826873,0.854671,0.732106,0.677778,0.677778,0.909678,0.927273,0.7,0.701473,0.706305,0.3625,0.675611,1
0.763158,0.289256,0.554054,0.612957,0.623932,0.584375,0.441176,0.477612,0.705357,0.496732,0.542125,0.48995,0.426163,0.574819,0.321637,0.518732,0.567329,0.52514,0.301587,0.5,0.438436,0.484303,0.40362,0.522727,0.753606,0.513477,0.509292,0.480671,0.223009,0.171804,0.493394,0.431638,0.790451,0.67284,0.135974,0.253297,0.80791,0.496063,0.533333,0.865854,0.541667,0.704167,0.638243,0.942907,0.617587,0.616667,0.616667,0.683871,0.727273,0.86,0.597768,0.617007,0.141667,0.562907,1
0.513158,0.69146,0.067568,0.892027,0.529915,0.7875,0.676471,0.955224,0.660714,0.74183,0.868132,0.728643,0.819326,0.940609,0.756335,0.92158,0.992611,0.913408,0.142857,0.847826,0.741087,0.909927,0.682336,0.886364,0.550144,0.90273,0.502009,0.64638,0.768142,0.80825,0.646535,0.301244,0,0.728395,0.992505,0.553507,0.412429,0.76378,0.866667,0.853659,0.833333,0.895833,0.857881,0.956747,0.885481,0.672222,0.638889,0.632258,0.660606,0.24,0.879337,0.906442,0.208333,0.925743,1
0.605263,0.600551,0.479729,0.490033,0.581197,0.628125,0.058824,0.671642,0.669642,0.457516,0.89011,0.889447,0.68566,0.939628,0.688109,0.835488,0.931105,0.863128,0.174603,0.717391,0.478283,0.271408,0.322346,0.727273,0.866791,0.664141,0.618282,0.540957,0.668774,0.642339,0.674845,0.358157,0.893899,0.715278,0.637901,0.574341,0.442989,0.436257,0.333333,0.939024,0.416667,0.5875,0.498708,0.960208,0.613497,0.438889,0.438889,0.490323,0.740155,0.584439,0.418288,0.442808,0.008333,0.330811,1
0.802632,0.316804,0.45946,0.521595,0.636921,0.53315,0.442201,0.432836,0.723215,0.179739,0.864469,0.861809,0.760209,0.913209,0.565302,0.907203,0.969397,0.902235,0.452381,0.782609,0.772245,0.693454,0.525,0.795455,0.658578,0.783274,0.25113,0.613886,0.817446,0.370354,0.581289,0.394155,0.708223,0.816358,0.282227,0.376049,0.615819,0.212598,0.666667,0.829268,0.583333,0.783333,0.741602,0.968858,0.689162,0.816667,0.816667,0.819355,0.842424,0.66,0.876695,0.886994,0.341667,0.884744,1
0.657895,0.451791,0.378378,0.79402,0.675214,0.671875,0.617647,1,0.723215,1,0.879121,0.875628,0.797009,0.975697,0.563353,0.899392,0.976845,0.913408,0.293651,0.782609,0.808917,0.977204,0.879923,0.840909,0.927202,0.919997,0.469362,0.517135,0.191656,0.80417,0.755999,0.480845,0,0.905864,0.926552,0.6872,0.39548,0,0.466667,0.890244,0.5,0.675,0.614987,0.956747,0.734151,0.522222,0.522222,0.535484,0.587879,0.68,0.462055,0.471612,0.283333,0.885294,1
0.644737,0.393939,0.472973,0.450166,0.675214,0.5875,0.588235,0.776119,0.803571,0.470588,0.956044,0.959799,0.786562,0.949845,0.559454,0.894104,0.97193,0.913408,0.301587,0.913043,0.907354,0.65824,0.54889,0.954545,0.884609,0.783274,0.351833,0.596176,0.82402,0.648685,0.525748,0.358487,0.920424,0.815586,0.875803,0.5003,0.175141,0.440945,0.8,0.829268,0.708333,0.866667,0.850129,0.955017,0.791411,0.85,0.85,0.87742,0.884848,0.7,0.953663,0.960586,0.375,0.955041,1
0.776316,0.123967,0.364865,0.365449,0.555556,0.540625,0.617647,0.492537,0.75,0.29085,0.81685,0.815327,0.768756,0.767131,0.534113,0.853114,0.978089,0.938547,0.325397,0.608696,0.641272,0.382831,0.24556,0.636364,0.496521,0.826602,0.634103,0.466722,0.402528,0.514959,0.362092,0.410337,0.331565,0.31713,0.153961,0.105815,0.20339,0.362205,0.733333,0.829268,0.791667,0.829167,0.788114,0.974048,0.789366,0.694444,0.694444,0.651613,0.69697,0.72,0.829126,0.841523,0.333333,0.702358,-1
0.644737,0.438017,0.371622,0.818937,0.641026,0.625,0.264706,0.776119,0.839285,0.74183,0.644689,0.628141,0.72792,0.667699,0.573099,0.694062,0.842653,0.782123,0.293651,0.565217,0.406533,0.361501,0.389768,0.545455,0.609367,0.7165,0.565796,0.658291,0.937295,0.736174,0.664869,0.446224,0,0.95679,0.640043,0.61271,0.689266,0.401575,0.333333,0.804878,0.5,0.579167,0.478036,0.899654,0.591002,0.538889,0.538889,0.593548,0.654545,0.36,0.342066,0.344917,0.379167,0.310048,1
0.802632,0.220386,0.628378,0.350498,0.675214,0.540625,0.323529,0.626866,0.830357,0.343137,0.798535,0.788945,0.641738,0.842828,0.499025,0.794705,0.898644,0.846369,0.301587,0.717391,0.714341,0.475684,0.35666,0.704545,0.69082,0.839046,0.38674,0.547017,0.867257,0.657752,0.55918,0.377752,0.729443,0.756173,0.658244,0.46298,0.316384,0.496063,0.8,0.817073,0.75,0.854167,0.829457,0.934256,0.805726,0.755556,0.755556,0.864516,0.878788,0.5,0.822701,0.853788,0.133333,0.79078,1
0.657895,0.261708,0.445946,0.448505,0.598291,0.578125,0.676471,0.507463,0.794643,0.294118,0.772894,0.724874,0.698718,0.83096,0.510721,0.818069,0.972304,0.905028,0.611111,0.76087,0.765627,0.645081,0.457143,0.795455,0.630748,0.863331,0.197891,0.501985,0.868268,0.781052,0.485306,0.173272,0.679045,0.699074,0.897216,0.451589,0.367232,0.503937,0.733333,0.841463,0.75,0.841667,0.803618,0.968858,0.781186,0.672222,0.672222,0.819355,0.848485,0.84,0.774158,0.77526,0.404167,0.797466,1
