@relation WekaExcel-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute x41 numeric
@attribute x42 numeric
@attribute x43 numeric
@attribute x44 numeric
@attribute x45 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute x48 numeric
@attribute x49 numeric
@attribute x50 numeric
@attribute x51 numeric
@attribute x52 numeric
@attribute x53 numeric
@attribute x54 numeric
@attribute x55 numeric
@attribute x56 numeric
@attribute x57 numeric
@attribute x58 numeric
@attribute x59 numeric
@attribute x60 numeric
@attribute x61 numeric
@attribute x62 numeric
@attribute x63 numeric
@attribute x64 numeric
@attribute x65 numeric
@attribute x66 numeric
@attribute x67 numeric
@attribute x68 numeric
@attribute x69 numeric
@attribute x70 numeric
@attribute x71 numeric
@attribute x72 numeric
@attribute x73 numeric
@attribute x74 numeric
@attribute x75 numeric
@attribute x76 numeric
@attribute x77 numeric
@attribute x78 numeric
@attribute x79 numeric
@attribute x80 numeric
@attribute x81 numeric
@attribute x82 numeric
@attribute x83 numeric
@attribute x84 numeric
@attribute x85 numeric
@attribute x86 numeric
@attribute x87 numeric
@attribute x88 numeric
@attribute x89 numeric
@attribute x90 numeric
@attribute x91 numeric
@attribute x92 numeric
@attribute x93 numeric
@attribute x94 numeric
@attribute x95 numeric
@attribute x96 numeric
@attribute y {-1,1}

@data
0.520543,0.740639,0.756907,0.73976,0.432283,0.431683,0.334897,0.359913,0.361351,0.446977,0.128271,0.489528,0.70329,0.489233,0.707816,0.461402,0.654714,0.654913,0.328151,0.522005,0.55571,0,0.748293,0.793635,0.121731,0.325234,0.093239,0.488157,0.7423,0.201382,0.08334,0.167529,0.323921,0.525074,0.53146,0.296871,0.43501,0.452745,0.549336,0.486485,0.591043,0.317119,0.508946,0.927967,0.362404,0.314195,0.255325,0.135724,0.253792,0.527467,0.435684,0.6315,0.835653,0.459352,0.879834,0.567471,0.829057,0.977475,0.519187,0.535044,0.777857,0.411366,0.673306,0.608217,0.546408,0.819089,0.368935,0.418534,0.570565,0.561268,0.299577,0.100713,0.016511,0.335327,0.54431,0.607671,0.111837,0.731321,0.25886,0.272461,0.099913,0.30944,0.398503,0.425614,0.576073,0.828263,0.877207,0.75137,0.259725,0.487974,0.954374,0.512025,0.609434,0.788539,0.215191,0.846367,1
0.337169,0.881322,0.922046,0.483783,0.434986,0.339104,0.398838,0.343295,0.320926,0.69674,0.141543,0.380275,0.537487,0.380601,0.543423,0.438251,1,1,0.326117,0.827622,0.805492,0.328734,0.755765,0.782732,0.306512,0.802502,0.440924,0.284573,0.870142,0.129437,0.011739,0.436763,0.322626,0.609954,0.662108,0.360687,0.314509,0.305407,0.816657,0.687242,0.564889,0.292946,0.666944,1,0.80315,0.597873,0.025393,0,0.444248,0.609231,0.511309,0.081605,0.944522,0.258521,0.808109,0.389753,0.598061,0.944132,0.460331,0.761238,0.693986,0.514308,0.421763,0.375957,0.344869,0.468661,0.474375,0.331309,0.268678,0.346581,0.337822,0.418756,0.143857,0.517887,0.857783,1,0.051407,0.652638,0.427672,0.416321,0.181016,0.534097,0.779103,0.66113,0.529548,0.687801,0.661759,0.838563,0.501174,0.46661,0.785332,0.53339,1,1,0,0.432814,1
0.531755,0.420851,0.418542,0.617003,0.671131,0.635805,0.637699,0.381769,0.360487,0.468183,0.359587,0.440943,0.589081,0.440523,0.592619,0.383506,0.649585,0.64932,0.6702,0.468136,0.418697,0.47332,0.522299,0.522959,0.178239,0.598812,0.123735,0.839952,0.455242,0.406125,0.207041,0.373633,0.180096,0.454755,0.682572,0.484925,0.693393,0.757329,0.435937,0.267505,0.344557,0.672215,0.57586,0.589599,0.251711,0.130233,0.170581,0.294685,0.294434,0.520647,0.336749,0.695178,0.671702,0.486611,0.577376,0.588216,0.53161,0.700274,0.493494,0.589551,0.617243,0.58931,0.342739,0.688476,0.317451,0.703214,0.390895,0.617457,0.490707,0.488501,0.165495,0.191025,0.315874,0.269125,0.643167,0.362719,0.132292,0.918753,0.704099,0.684648,0.153409,0.352384,0.51002,0.208333,0.353121,0.448506,0.549172,0.404115,0.543176,0.427596,0.629195,0.572404,0.452428,0.66746,0.320764,0.572363,1
0.414924,0.408708,0.415305,0.641549,0.838828,0.874587,0.484631,0.805576,0.79726,0.557324,0.550822,0.437512,0.71467,0.436401,0.716838,0.739428,0.362554,0.363366,0.689629,0.406761,0.366207,0.656685,0.425492,0.415745,0.469607,0.502717,0.693734,0.310202,0.788223,0.194232,0.505795,0.558767,0.456863,0.464889,0.649773,0.455626,0.592344,0.227797,0.613917,0.808731,0.876178,0.278725,0.599031,0.374038,0.335539,0.063124,0.614575,0.599872,0.563318,0.314891,0.345738,0.589568,0.407841,0.633104,0.320456,0.878204,0.325518,0.182254,0.731743,0.257285,0.518009,0.780275,0.13725,0.810474,0.150899,0.661838,0.486517,0.419389,0.373725,0.60758,0.417042,0.460032,0.324439,0.523757,0.451391,0.170845,0.740348,0.520862,0.386981,0.603273,0.989049,0.478306,0.563928,0.619904,0.098943,0.185186,0.474981,0.322107,0.431994,0.710989,0.305211,0.289012,0.494821,0.055096,0.944308,0.599567,-1
0.377013,0.688908,0.718588,0.737045,0.408685,0.303942,0.21911,0.499728,0.489775,0.568421,0.339348,0.406657,0.770554,0.405998,0.773556,0.353104,0.65881,0.662426,0.491591,0.615413,0.570585,0.509554,0.773719,0.787583,0.275031,0.392198,0.301299,0.45647,0.794599,0.127854,0.025488,0.38122,0.336157,0.526341,0.615957,0.391008,0.501657,0.380564,0.612552,0.608637,0.674788,0.372091,0.580504,0.522775,0.221343,0.217639,0.052926,0.331587,0.420839,0.770065,0.421056,0.691271,0.587561,0.560458,0.565252,0.582693,0.544535,0.584108,0.584036,0.647041,0.716169,0.547682,0.486459,0.619916,0.379915,0.706073,0.199811,0.583156,0.375822,0.486948,0.385176,0.364331,0.327512,0.513006,0.625699,0.766647,0.120479,0.930427,0.394596,0.364021,0.228751,0.597385,0.520902,0.506088,0.53225,0.608517,0.595757,0.683139,0.249397,0.540717,0.641136,0.459283,0.44008,0.641999,0.360401,0.77952,1
0.675039,0.509397,0.504264,0.794172,0.506362,0.366881,0.449591,0.358694,0.360419,0.448431,0.349822,0.527864,0.581777,0.52706,0.586076,0.374239,0.654409,0.655494,0.618013,0.646417,0.581615,0.450697,0.556525,0.570306,0.222793,0.366033,0.060273,0.844389,0.447834,0.429765,0.119288,0.291621,0.313073,0.590594,0.63522,0.34451,0.535334,0.658073,0.518524,0.276554,0.302898,0.460379,0.522509,0.616628,0.19357,0.107818,0.284067,0.237798,0.506653,0.662307,0.258994,0.756929,0.645599,0.653944,0.66736,0.646213,0.588412,0.638025,0.377669,0.570154,0.456102,0.52782,0.189718,0.816962,0.347211,0.719344,0.397715,0.441401,0.254911,0.443913,0.307684,0.475017,0.306291,0.442659,0.562117,0.411756,0.236991,0.763608,0.581887,0.776241,0.267034,0.516865,0.464041,0.620672,0.578756,0.615822,0.688973,0.466302,0.537563,0.499581,0.660831,0.500419,0.446815,0.643318,0.346828,0.688138,1
0.469324,0.693909,0.694342,0.858556,0.813304,0.73481,0.393216,0.365897,0.370673,0.673527,0.548829,0.358107,0.628724,0.357286,0.632474,0.633164,0.547946,0.549289,0.580791,0.647169,0.540182,0.705789,0.61263,0.607566,0.152564,0.333287,0.20907,0.610568,0.58992,0.335689,0.233374,0.247429,0.301807,0.534406,0.648147,0.46786,0.56645,0.35401,0.663243,0.663682,0.719022,0.421853,0.628621,0.442346,0.232977,0.304164,0.384248,0.45296,0.237185,0.492965,0.326274,0.71505,0.453093,0.765061,0.270065,0.912618,0.573045,0.36565,0.582442,0.153765,0.3328,0.672827,0.125349,0.627732,0.422597,0.516772,0.688122,0.387751,0.299257,0.736698,0.325479,0.410324,0.465035,0.564081,0.633119,0.518907,0.390872,0.764203,0.682636,0.681547,0.520689,0.485729,0.549682,0.559329,0.239638,0.364732,0.440172,0.339818,0.289896,0.493254,0.381168,0.506746,0.544524,0.36312,0.629436,0.732147,1
0.601647,0.438638,0.442447,0.802161,0.42504,0.296875,0.663201,0.433964,0.420596,0.352525,0.231567,0.608677,0.612821,0.607582,0.616441,0.38959,0.706226,0.706335,0.720682,0.449569,0.408001,0.345521,0.533252,0.54789,0.313563,0.633595,0.396329,0.595512,0.537605,0.445018,0.355399,0.511721,0.21848,0.623102,0.791473,0.515213,0.703933,0.710842,0.437151,0.377228,0.490407,0.302785,0.551666,0.527106,0.215827,0.215671,0.300716,0.580152,0.498904,0.488237,0.384165,0.584215,0.729836,0.4916,0.700619,0.598134,0.648086,0.811175,0.542971,0.585909,0.619655,0.47177,0.478037,0.813432,0.523696,0.894921,0.424819,0.488661,0.418179,0.347929,0.288397,0.359478,0.225857,0.460985,0.502865,0.264967,0.325089,0.691635,0.557079,0.285561,0.47253,0.282299,0.505368,0.395442,0.336269,0.487169,0.688909,0.621643,0.578015,0.467957,0.579025,0.532044,0.313999,0.430682,0.562806,0.598942,1
0.465534,0.355652,0.35257,0.659639,0.972103,0.956906,0.41526,0.927282,0.914164,0.614747,0.360733,0.366589,0.541506,0.366572,0.544732,0.954585,0.391661,0.385535,0.396896,0.234731,0.244907,0.518785,0.2044,0.220376,0.394481,0.674574,0.581449,0.374165,0.770428,0.175369,0.395205,0.542236,0.227141,0.306347,0.619991,0.684569,0.765676,0.538187,0.607409,0.624728,0.677479,0.47762,0.51845,0.52118,0.339869,0.344011,0.579061,0.523923,0.609156,0.49975,0.479723,0.566952,0.419765,0.668473,0.564631,0.609519,0.480172,0.407649,0.832424,0.405451,0.528517,0.811258,0.510133,0.650442,0.768531,0.780664,0.525994,0.384658,0.338297,0.459458,0.342335,0.493863,0.421276,0.368726,0.297435,0.158232,0.65974,0.546584,0.648349,0.666538,0.824117,0.400941,0.385401,0.215178,0.079107,0.306826,0.557467,0.211054,0.631317,0.550267,0.339491,0.449733,0.438505,0.108652,0.884801,0.749567,-1
0.775321,0.749803,0.731107,0.941132,0.451473,0.316717,0.444499,0.465143,0.465591,0.642604,0.174141,0.223824,0.515674,0.223124,0.520169,0.639932,0.657534,0.655195,0.493312,0.485704,0.460811,0.520135,0.430795,0.44069,0.258663,0.520897,0.151606,0.797864,0.380044,0.559825,0.125592,0.388296,0.266679,0.577819,0.660165,0.380297,0.705256,0.72046,0.302305,0.233187,0.436279,0.33965,0.594307,0.675783,0.327514,0.343364,0.218014,0.235994,0.477845,0.783952,0.453606,0.443956,0.595048,0.623932,0.566978,0.4401,0.401258,0.457115,0.518668,0.688693,0.449225,0.52757,0.561511,0.849741,0.831678,0.979864,0.413708,0.710118,0.64576,0.74898,0.632264,0.374327,0.347488,0.229094,0.291823,0.298899,0.355798,0.762929,0.50635,0.696698,0.359948,0.491159,0.440478,0.519662,0.401109,0.552044,0.797939,0.567745,0.371486,0.66795,0.424292,0.33205,0.581773,0.639041,0.352948,0.772077,1
0.500709,0.617651,0.63139,0.95595,0.588023,0.444082,0.133244,0.497368,0.496539,0.634644,0.125735,0.318293,0.771407,0.317532,0.776221,0.378694,0.724183,0.724853,0.366981,0.361602,0.388732,0.438146,0.417541,0.429159,0.133976,0.666843,0.337091,0.615106,0.472556,0.527976,0.351241,0.320475,0.154934,0.658642,0.83417,0.605332,0.739578,0.703855,0.501213,0.415314,0.525818,0.543003,0.425068,0.724202,0.388689,0.509333,0.325537,0.105562,0.399597,0.503491,0.510483,0.665429,0.858583,0.679892,1,0.515669,0.882427,0.923939,0.863539,0.726576,0.71865,0.721318,0.633285,0.797236,0.622507,0.975329,0.525388,0.426492,0.324615,0.569849,0.368584,0.307721,0.449759,0.408977,0.736353,0.590196,0.003697,0.726389,0.342599,0.747357,0.51519,0.522565,0.542794,0.334113,0.510171,0.558801,0.61672,0.68651,0.262618,0.553642,0.643545,0.446358,0.32147,0.433861,0.57051,0.730286,1
0.531335,0.7482,0.736859,0.706809,0.553494,0.469247,0.38398,0.593011,0.57747,0.663881,0.17937,0.180244,0.823504,0.180151,0.827538,0.387422,0.793245,0.794432,0.543257,0.476637,0.448696,0.430701,0.416088,0.427816,0.073706,0.611619,0.283192,0.448509,0.731341,0.22408,0.247874,0.125971,0.304984,0.562041,0.700473,0.458964,0.624661,0.426378,0.505826,0.627456,0.752371,0.413502,0.724094,0.473179,0.370867,0.12919,0.172974,0.412122,0.380822,0.244224,0.340252,0.612587,0.875129,0.756939,0.386081,0.663546,0.634803,0.585503,0.800116,0.625773,0.598661,1,0.227918,0.777587,0.236656,0.683649,0.384465,0.578265,0.525856,0.45265,0.48486,0.152847,0.526826,0.374679,0.754482,0.162046,0.164219,0.871455,0.652132,0.858236,0.262778,0.284491,0.651637,0.31773,0.341769,0.220816,0.731635,0.571517,0.420121,0.654917,0.487652,0.345082,0.544952,0.718018,0.285051,0.905298,1
0.717328,0.481275,0.454323,0.866486,0.710089,0.544504,0.562873,0.213981,0.203193,0.610195,0.275095,0.332386,0.58183,0.332462,0.586732,0.22056,0.612292,0.614331,0.718789,0.496284,0.440766,0.517095,0.484259,0.47634,0.116025,0.605735,0.095773,0.948573,0.25922,0.657748,0.221467,0.25288,0.257452,0.661368,0.82519,0.535648,0.790465,0.934206,0.348908,0.137713,0.253151,0.424488,0.609631,0.677916,0.314646,0.158349,0,0.343047,0,0.353869,0.31665,0.620774,0.809418,0.567608,0.744397,0.57974,0.758336,0.948921,0.399975,0.691335,0.5025,0.58172,0.285797,0.703008,0.459164,0.705285,0.592734,0.628253,0.384025,0.609152,0.455513,0.233282,0.48418,0.48142,0.6162,0.204052,0.000208,0.981956,0.723582,1,0.209837,0.397751,0.523816,0.153922,0.146825,0.459173,0.573464,0.573939,0.484205,0.44582,0.492316,0.55418,0.536337,0.715744,0.275226,0.695329,1
0.284978,0.453553,0.45899,0.684579,0.817256,0.848085,0.582236,0.842784,0.845365,0.549447,0.579301,0.252052,1,0.251144,1,0.817373,0,0,0.671602,0.215532,0.185355,0.601415,0.130599,0.130208,0.483195,0.244402,0.712801,0.248712,0.839172,0.10895,0.364776,0.565012,0.40532,0.226527,0.365689,0.449654,0.744687,0.584267,0.364084,0.40366,0.593528,0.521691,0.641859,0.329386,0.28782,0.490478,0.70051,0.824977,0.514647,0.256212,0.307812,0.705683,0.454765,0.826203,0.524436,0.69919,0.649966,0.442606,0.567002,0.240711,0.60212,0.539641,0.256045,0.850746,0.261116,0.776808,0.368533,0.385627,0.428468,0.573651,0.48514,0.478388,0.476616,0.352438,0.66137,0.448826,0.414883,0.624691,0.250564,0.648345,0.800899,0.470546,0.523222,0.593601,0.20951,0.065303,0.198749,0.920251,0.430216,0.553748,0.421735,0.446251,0.708858,0.115948,0.895581,0.68353,1
