@relation WekaExcel-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute x41 numeric
@attribute x42 numeric
@attribute x43 numeric
@attribute x44 numeric
@attribute x45 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute x48 numeric
@attribute x49 numeric
@attribute x50 numeric
@attribute x51 numeric
@attribute x52 numeric
@attribute x53 numeric
@attribute x54 numeric
@attribute x55 numeric
@attribute x56 numeric
@attribute x57 numeric
@attribute x58 numeric
@attribute x59 numeric
@attribute x60 numeric
@attribute x61 numeric
@attribute x62 numeric
@attribute x63 numeric
@attribute x64 numeric
@attribute x65 numeric
@attribute x66 numeric
@attribute x67 numeric
@attribute x68 numeric
@attribute x69 numeric
@attribute x70 numeric
@attribute x71 numeric
@attribute x72 numeric
@attribute x73 numeric
@attribute x74 numeric
@attribute x75 numeric
@attribute x76 numeric
@attribute x77 numeric
@attribute x78 numeric
@attribute x79 numeric
@attribute x80 numeric
@attribute x81 numeric
@attribute x82 numeric
@attribute x83 numeric
@attribute x84 numeric
@attribute x85 numeric
@attribute x86 numeric
@attribute x87 numeric
@attribute x88 numeric
@attribute x89 numeric
@attribute x90 numeric
@attribute x91 numeric
@attribute x92 numeric
@attribute x93 numeric
@attribute x94 numeric
@attribute x95 numeric
@attribute x96 numeric
@attribute x97 numeric
@attribute x98 numeric
@attribute x99 numeric
@attribute x100 numeric
@attribute y {-1,1}

@data
0.387853,0.518373,0.381149,0.025736,0.388763,0.729327,0.371802,0.161241,0.640726,0.609752,0.372249,0.628062,0.963936,0.955982,0.1482,0.787814,0.05148,0.297903,0.571521,0.019855,0.186232,0.557999,0.00933,0.100189,0.098702,0.477455,0.195071,0.198204,0.937194,0.140417,0.918779,0.229373,0.658227,0.365849,0.266823,0.947121,0.508564,0.589966,0.193079,0.426868,0.540525,1,0.372243,0.635322,0.340868,0.40821,0.281174,0.196913,0.299259,0.662793,0.169562,0.26881,0.939492,0.467306,0,0.357779,0.563021,0.545023,0.134998,0.619717,0.785846,0.563295,0.392859,0.597648,0.403138,0.43765,0.46429,0.243623,0.562266,0.49853,0.300957,0.287712,0.601136,0.136728,0.396978,0.29487,0.859945,0.227141,0.291794,0.38836,0.357465,0.465668,0.634537,0.590054,0.464413,0.440415,0.189397,0.162091,0.307375,0.359211,0.425261,0.442065,0.173815,0.454635,0.509523,0.545829,0.413421,0.567724,0.198421,0.350462,1
0.411215,0.230215,0.128783,0.097564,0.411892,0.107227,0.491881,0.147285,0.762788,0.715338,0.437331,0.633028,0,0,0.114604,0.785016,0.038008,0.507467,0.803948,0.023666,0.241034,0.610784,0.021878,0.21519,0.211077,0.178031,0.101833,0.220234,0.939696,0.127724,0.815034,0.232271,0.684771,0.310541,0.246894,0.976983,0.533533,0.485755,0,0.33986,0.561104,0.383626,0.385588,0.607755,0.388688,0.419688,0.245337,0.301395,0.401012,0.604382,0.16078,0.387321,0.871998,0.306761,0.767218,0.390062,0.733326,0.732997,0.050393,0.58119,0.759961,0.452227,0.366497,0.683146,0.529881,0.463912,0.682285,0.333602,0.544828,0.600245,0.120437,0.114505,0.806723,0.11325,0.152017,0.253216,0.821823,1,0.205819,0.287895,0.269436,0.726736,0.672446,0.558814,0.467161,0.375754,0.160309,0.438007,0.290804,0.495107,0.455785,0.450739,0.130592,0.09332,0.636654,0.489582,0.45319,0.579691,0.276897,0.279784,-1
0.216403,0.11812,0.054767,0.196033,0.216707,0.243628,0.600481,1,0.603594,0.565087,0.60169,0.528904,0.242169,0.236568,0.143239,0.803922,0.240238,0.391899,0.445429,0.030823,0.261937,0.48069,0.137352,0.314962,0.310353,0.140467,0.109201,0.216618,0.943348,0,0.943248,0.231906,0.460316,0.171509,0.22342,1,0.517606,0.421208,0.224851,0.124739,0.515361,0.500117,0.390523,0.739025,0.341136,0.418125,0.339963,0.238806,0.470587,0.574463,0.410325,0.181738,0.642516,0.356559,0.63386,0.746091,0.617333,0.573648,0.052411,0.534191,0.889874,0.596989,0.309233,0.559567,0.604346,0.24078,0.145494,0,0.184505,0.149489,0.195799,0.178348,0,0.028076,0.138076,0.113265,0.81768,0.409029,0.399597,0.14742,0.637766,0.426212,0.85932,0.081026,0.060066,0.35813,0.328092,0.190432,0.170088,0.652202,0.392096,0.417082,0.250743,0.308668,0.691795,0.298246,0.591166,0.482197,0.311919,0.288557,1
0.297684,0.111072,0.10638,0.364422,0.298266,0.279907,0.534567,0.565436,0.647836,0.582,0.314354,0.589965,0.219007,0.220273,0.13985,0.790354,0.064906,0.29437,0.605637,0.037722,0.412392,0.817537,0.035967,0.24794,0.245088,0.138589,0.102233,0.216501,0.954862,0.137354,1,0.228451,0.68999,0.358518,0.252733,0.975565,0.292428,0,1,0.168232,0.631425,0.547446,0.2523,0.656584,1,0,0,0.254799,0.265725,1,1,0.067931,0.864031,0.461878,0.21654,0.940028,0.810718,0.838615,0.054929,0.634868,0.923833,0.522738,0.465569,0.553951,0.668328,0.317488,0.240538,0.054092,0.283633,0.229405,0.124583,0.110376,0.268916,0.010745,0.557878,0.19874,0.834254,0.323276,0.416711,0,0.516413,0.33803,0.828617,0.411939,0.338273,0.603932,0.053157,0.05734,0.146918,1,0.218094,0.266411,0.146959,0.56911,0.056024,0.355432,0.815284,0.424308,0.089875,0.535563,1
0.867646,0.37728,0.240639,0.117949,0.87168,0.130495,0.431763,0.337414,0.630851,0.575935,0.55873,0.727444,0.218109,0.221858,0.282289,0.732495,0.084637,0.293564,0.669685,0.061082,0.248954,0.693125,0.134972,0.321167,0.315983,0.204784,0.019961,0.211415,0.954225,0.432916,0.728587,0.232313,0.819007,0.767765,0,0.893712,0.192368,0.111237,0.261443,0.029042,0.779284,0.908823,0.250515,0.64304,0.486455,0.091611,0.128125,0.487175,0.455259,0.935785,0.402493,0,0.843744,0.041143,0.309062,0.744128,0.854303,0.846067,0.083587,0.736593,0.828688,0.317537,0.385273,0.552602,0.625296,0.828832,0.83023,0.334046,0.734875,0.782592,0.213967,0.193877,0.237215,0.014883,0.339805,0.249475,0.866851,0.107547,0.338871,0.598102,0.308747,0.606895,0.823445,0.829575,0.665,0.332969,0.066838,0.203716,0.661079,0.553955,0.326933,0.344656,0.209235,0.270312,0.378757,0.394399,0.832485,0.543156,0.202517,0.413258,1
0.568291,0.570076,0.391467,0.349407,0.569874,0.039222,0.535337,0.159097,0.828954,0.373701,0.57076,0.701948,0.361533,0.353024,0.192972,0.769611,0.28269,0.35946,0.528997,0.086481,0.177387,0.920345,0.436638,0.343378,0.338274,0.259882,0.038494,0.211981,0.949966,0.393648,0.712955,0.227825,0.85368,0.640619,0.091284,0.487054,0.418489,0.158992,0.289351,0,0.636789,0.901815,0.243927,0.628179,0.541861,0.76961,0.777585,0.560876,0.503191,0.054785,0.492196,0.074334,0.808079,0.375321,0.154459,0.9666,0.729245,0.689715,0.041678,0.749502,0.833249,0.447848,0.199516,0.627145,0.545817,0.578722,0.278078,0.062685,0.330912,0.331529,0.030332,0.24069,0.096843,0.037495,0.300588,0.124018,0.832873,0.027121,0.307123,0.542385,0.499781,0.639792,0.624239,0.537046,0.451533,0.360132,0.258816,0.249548,0.442579,0.00487,0.165587,0.19815,0.316437,0.240247,0.51428,0.320344,0.563185,0.476735,0.435156,0.396137,1
0.681,0.560499,0.376486,0.278528,0.682696,0.023594,0.504177,0.210479,0.801105,0.42158,0.163445,0.583025,0.412291,0.404466,0.394132,0.597339,0.071798,0.260418,0.514152,0.180399,0.212245,0.387993,0.092001,0.448319,0.440078,0.365245,0.14424,0.214276,0.947376,0.475742,0.566621,0.230372,0.891101,0.629798,0.823829,0.947499,0.385471,0.323608,0.607284,0.285336,0.325953,0.902389,0.257549,0.813544,0.667718,0.476497,0.393556,0.494508,0.417157,0.946029,0.532672,0.198435,0,0.291641,0.026459,1,0.815054,0.835107,0.029977,0.75618,0.89051,0,0.389513,0.623615,0.322197,0.69971,0.396919,0.118825,0.384271,0.428778,0.115986,0.110388,0.289017,0.06614,0.483553,0.230193,0.857458,0.205578,0.233326,0.442442,0.593417,0.714805,0.628609,0.265057,0.254407,0.557389,0.275822,0.29012,0.496807,0.506451,0.120407,0.153736,0.327718,0.334548,0.449616,0.34259,0.436769,0.559264,0.454859,0.407664,1
0.595084,0.453059,0.333585,0.498467,0.596536,0.022558,0.449059,0.257807,0.556784,0.755324,0.40926,0.521353,0.503791,0.492818,0.296502,0.511907,0.09891,0.269803,0.447797,0.022664,0.227106,0.49426,0.046812,0.37191,0.365966,0.474975,0.095979,0.219898,0.916898,0.412822,0.449296,0.233537,0.885078,0.559204,0.449705,0.98661,0.574211,0.358251,0.168434,0.338525,0.440652,0.56587,0.468853,0.695939,0.486302,0.582697,0.633345,0.405694,0.408883,0.492542,0.238953,0.147932,0.970535,0.467408,0.114973,0.643867,0.694157,0.710452,0.066952,0.63452,0.775351,0.705403,0.42103,0.605307,0.331424,0.590856,0.329172,0.087046,0.333454,0.354402,0.103897,0.131963,0.474626,0.084172,0.517173,0.219002,0.786189,0.241127,0.19034,0.282577,0.480074,0.643506,0.623318,0.344023,0.320075,0.527389,0.903615,0.207004,0.402415,0.53244,0.195669,0.226008,0.302556,0.470605,0.559461,0.42308,0.591762,0.639623,0.496524,0.484683,1
0.56326,0.355786,0.25193,0.530759,0.564745,0.018808,0.352734,0.204865,0,0.68827,0.09526,0.44126,0.63281,0.612619,0.534754,0.524513,0.065526,0.27033,0.607924,0.042084,0.218167,0.441258,0.019255,0.39191,0.385384,0.338855,0.07736,0.218227,0.375231,0.431854,0.406039,0.234097,0.84031,0.533297,0.590407,0.98243,0.575286,0.570863,0.207014,0.255217,0.333756,0.225763,0.470218,0.720532,0.473881,0.639793,0.49962,0.320055,0.388237,0.515893,0.182668,0.051693,0.773002,0.342819,0.351231,0.614407,0.618986,0.573906,0.020158,0.613886,0.775065,0.716894,0.423939,0.588556,0.295345,0.553885,0.315398,0.080326,0.385082,0.378533,0.053784,0.044509,0.539928,0.085521,0.462393,0.339884,0.750552,0.021447,0.173179,0.573446,0.492524,0.772276,0.50206,0.409702,0.363001,0.447099,0.191297,0.163604,0.490576,0.400687,0.202824,0.278762,0.309802,0.334672,0.52954,0.551324,0.76657,0.531274,0.349245,0.649961,1
0.561696,0.338839,0.248735,0.453385,0.563074,0.023277,0.37481,0.218432,0.755284,0.790315,0,0.378769,0.579945,0.571475,0.871821,0.356162,0.085171,0.370494,0.896159,0.021937,0.260891,0.66969,0.029612,0.294051,0.28944,0.378033,0.091439,0.218059,0.303109,0.627528,0.379057,0.233259,0.873228,0.533291,0.483155,0.96382,0.56556,0.413463,0.120741,0.247184,0.335512,0.203641,0.369946,0.659754,0.443125,0.545874,0.458902,0.314758,0.640695,0.341332,0.198096,0.190281,0.915517,0.43222,0.28845,0.53606,0.691807,0.630109,0.035061,0.645235,0.705294,0.710476,0.409271,0.673201,0.501664,0.56065,0.312983,0.082621,0.316615,0.317622,0.083372,0.069626,0.425034,0.030281,0.425412,0.375829,0.697237,0.20066,0.184979,0.510795,0.482416,0,0.52244,0.391814,0.346339,0.500316,0.79746,0.070229,0.428155,0.56366,0.226876,0.272133,0.536838,0.317158,0.543953,0.673484,0.899179,0.750895,0.445154,0.908578,1
0.558911,0.291333,0.138426,0.420074,0.559994,0.629344,0.698054,0.164789,0.833102,1,0.030164,0,0.883071,0.878583,0.95723,0.32563,0.090349,0.393731,0.673411,0.03481,0.268549,0.929122,0.018957,0.135935,0.134781,0.369653,0.054258,0.251092,0.30025,0.639079,0.201768,0.318454,0.926482,0.520629,0.443446,0.970534,0.527311,0.553501,0.186767,0.301403,0.338828,0.292933,0.355787,0.632608,0.243301,0.515991,0.459093,0.351133,0.745885,0.31004,0.257258,0.308167,0.845132,0.561991,0.233912,0.004376,0.611381,0.506947,0.052535,0.640949,0.735673,0.582352,0.345139,0.674123,0.592001,0.543081,0.373421,0.107684,0.38775,0.378155,0.18225,0.250767,0.495911,0.033903,0.392858,0.344882,0.725277,0.106735,0.300291,0.622296,0.553005,0.462691,0.823647,0.421069,0.371475,0.430623,0.84262,0.176492,0.467937,0.639622,0.184785,0.215545,0.263879,0.050658,0.482232,0.435628,0.759231,0.612045,0.406381,1,1
0.270973,0.235514,0.24814,0.650692,0.271715,0.094161,0.479216,0.187946,0.760616,0.691155,0.141855,0.026576,0.848041,0.845132,0.576165,0.331936,0.070204,0.43793,1,0.040701,0.358029,0.467332,0.044892,0.170585,0.168563,0.348124,0.007111,0.220183,0.091127,0.654351,0.210263,0.041305,0.786387,0.228674,0.441499,0.657286,0.499213,0.567485,0.133221,0.474038,0.234565,0.419709,0.212918,0.501659,0.220078,0.645975,0.496275,0.29105,0.268513,0.324369,0.198185,0.203222,0.809066,1,0.768965,0.290566,0.617172,0.534983,0.059694,0.542813,0.409936,0.467804,0.338506,0.692488,0.590644,0.336972,0.189281,0.038962,0.202106,0.188955,0.03191,0.07999,0.633805,0.052524,0.382344,0.550658,0.673756,0.131631,0.346306,0.628657,0.430081,0.638713,0.900037,0.107123,0.247629,0.635369,0.015945,0.100477,0.237072,0.681827,0.111154,0.120654,0.672527,0.293155,0.1877,0.164213,0.537177,0.601119,0.568951,0.264524,1
0.641778,0.563835,0.534081,0.635499,0.643389,0.00485,0.497194,0.189817,0.741852,0.438762,0.081621,0.085355,0.692873,0.697627,0.616109,0.417369,0.15793,0.241939,0.321787,0.035176,0.337334,0.926419,0.108524,0.108028,0.107549,0.171206,0.096122,0.184273,0.066438,0.844013,0.011478,0.039631,0.933503,0.603665,0.43791,0.804596,0.440157,0.613497,0.234425,0.261587,0.168926,0.793168,0.156884,0.2446,0.317116,0.635714,0.346842,0.624396,0.228273,0.550097,0.250254,0.263899,0.70262,0.373919,0.387874,0.17067,0.56536,0.476597,0.062273,0.926884,0.867526,0.642274,0.312055,0.634015,0.572432,0.738269,0.532814,0.231778,0.518047,0.535639,0.201585,0.245085,0.702268,0.085306,0.382453,0.584809,0.644198,0.168484,0.347141,0.988489,1,0.292148,0.719151,0.232368,0.273906,1,0.184536,0.204163,0.589499,0.757596,0.174986,0.207867,0.317824,0.158862,0.583494,0.373505,0.906197,0.572879,0.407217,0.300187,1
