@relation WekaExcel

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute x41 numeric
@attribute x42 numeric
@attribute x43 numeric
@attribute x44 numeric
@attribute x45 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute x48 numeric
@attribute x49 numeric
@attribute x50 numeric
@attribute x51 numeric
@attribute x52 numeric
@attribute x53 numeric
@attribute x54 numeric
@attribute x55 numeric
@attribute x56 numeric
@attribute x57 numeric
@attribute x58 numeric
@attribute x59 numeric
@attribute x60 numeric
@attribute x61 numeric
@attribute x62 numeric
@attribute x63 numeric
@attribute x64 numeric
@attribute x65 numeric
@attribute x66 numeric
@attribute x67 numeric
@attribute x68 numeric
@attribute x69 numeric
@attribute x70 numeric
@attribute x71 numeric
@attribute x72 numeric
@attribute x73 numeric
@attribute x74 numeric
@attribute x75 numeric
@attribute x76 numeric
@attribute x77 numeric
@attribute x78 numeric
@attribute x79 numeric
@attribute x80 numeric
@attribute x81 numeric
@attribute x82 numeric
@attribute x83 numeric
@attribute x84 numeric
@attribute x85 numeric
@attribute x86 numeric
@attribute x87 numeric
@attribute x88 numeric
@attribute x89 numeric
@attribute x90 numeric
@attribute x91 numeric
@attribute x92 numeric
@attribute x93 numeric
@attribute x94 numeric
@attribute x95 numeric
@attribute x96 numeric
@attribute y {-1,1}

@data
0.257283,1.54892,1.608783,0.235099,-0.484584,-0.067351,-1.232793,-0.699239,-0.663985,-0.732136,-1.862492,0.098292,1.532623,0.101485,1.54541,-0.543076,1.170169,1.16988,-2.294698,1.138415,1.779283,-4.491469,2.018989,2.186354,-2.633323,-1.443816,-2.073304,-0.076893,0.690938,-0.943872,-1.703205,-2.37276,-0.521454,0.511755,0.246741,-1.294815,-1.496213,-0.555848,0.294687,0.098033,0.078001,-0.696627,-0.463788,2.686006,-0.445751,-0.314634,-1.509087,-1.541692,-2.128301,-0.229762,0.012907,0.860751,2.115386,-1.001165,2.219663,-0.482947,1.822803,2.871027,0.143073,0.560888,2.016776,-0.735155,0.73706,-0.601528,0.080765,0.334574,-0.258932,-0.440743,0.203028,-0.136215,-0.64349,-1.492317,-1.771402,-0.466718,0.176489,1.535434,-2.086141,0.603947,-0.713033,-0.755433,-0.988476,-0.461059,-0.31149,-0.09715,0.342935,0.932911,0.355739,1.341277,-1.800642,-0.765053,3.203401,0.76505,0.943784,1.78265,-1.892549,1.35115,1
-1.107249,2.584454,2.806779,-1.432604,-0.467717,-0.585277,-0.79812,-0.811789,-0.944581,0.881813,-1.793005,-0.773258,0.107849,-0.767694,0.134106,-0.674607,4.812204,4.802013,-2.311549,3.563395,4.018577,-1.676801,2.066994,2.117972,-0.716207,2.054174,0.060029,-0.836366,1.241706,-1.311201,-2.023368,-0.13499,-0.529565,0.933616,1.033769,-0.828119,-2.262043,-1.366882,1.520269,1.171518,-0.096997,-0.800475,0.527654,3.175238,2.973668,1.406056,-3.231052,-2.2371,-0.83621,0.347961,0.378815,-2.514759,3.079136,-1.979514,1.717234,-1.918373,0.19827,2.639558,-0.217445,2.297323,1.373051,-0.103083,0.097371,-2.093415,-0.297539,-1.086115,0.520013,-0.889196,-0.856817,-0.84987,-0.531865,-0.165686,-1.256064,0.372988,1.152766,3.753165,-2.425971,0.249533,-0.25046,-0.36379,-0.790312,0.173282,0.385702,0.391358,0.268469,0.559205,0.088515,1.890623,-0.142042,-0.931213,2.07289,0.931213,3.290891,3.058691,-3.323833,-1.75515,1
0.34071,-0.804963,-0.845882,-0.564673,1.005879,1.074585,0.825667,-0.551214,-0.669981,-0.595105,-0.651457,-0.289287,0.551201,-0.288257,0.556451,-0.985634,1.116073,1.11101,0.537856,0.71098,0.550966,-0.438827,0.566982,0.488741,-2.047042,0.561288,-1.886187,1.235477,-0.54576,0.101482,-1.150082,-0.659703,-1.422674,0.162269,1.157042,0.08045,0.14591,1.120766,-0.225211,-1.07289,-1.571249,0.82889,-0.043904,0.387877,-1.30453,-1.430475,-2.143735,-0.72723,-1.85258,-0.277955,-0.465782,1.251638,0.664014,-0.868375,0.100961,-0.315388,-0.269069,0.946666,-0.01431,0.979324,0.784037,0.357436,-0.103591,-0.085999,-0.349006,-0.135203,-0.096697,0.58198,-0.077333,-0.378103,-1.034831,-1.115602,-0.559958,-0.771224,0.484369,0.15079,-1.971115,1.448197,0.507002,0.366699,-0.857766,-0.339803,-0.107211,-0.547836,-0.013914,-0.077449,-0.051128,-0.846554,0.146491,-1.234646,1.028684,1.234645,0.000252,1.052012,-1.190361,-0.706965,1
-0.528659,-0.894347,-0.869369,-0.404753,2.052345,2.410425,-0.214894,2.319148,2.361753,-0.019084,0.349738,-0.316657,1.630407,-0.32123,1.622857,1.036511,-1.911488,-1.898728,0.698758,0.223984,0.080396,1.131169,-0.055,-0.183677,0.975904,-0.143008,1.611229,-0.740757,0.888784,-0.980375,0.185794,0.879059,0.311581,0.212633,0.95946,-0.133817,-0.496295,-1.794093,0.590772,1.821138,1.985856,-0.861572,0.1015,-1.07617,-0.654177,-1.837537,1.181331,0.836449,-0.028414,-1.731773,-0.422287,0.603354,-1.671798,-0.154733,-1.69875,2.026854,-1.718459,-2.649489,1.445071,-1.571403,0.022391,1.529984,-0.626162,0.697637,-0.661637,-0.302945,0.609719,-0.436347,-0.488025,0.017736,-0.30065,0.006484,-0.525297,0.399987,-0.112897,-0.933819,1.448292,-0.34403,-0.361959,0.145165,1.184015,0.01575,-0.008461,0.305846,-0.420741,-0.778021,-0.143149,-1.363235,-0.617265,0.969447,-1.138037,-0.969441,0.255014,-2.643235,2.956959,-0.502629,-1
-0.81076,1.168143,1.330799,0.21741,-0.631835,-0.781985,-2.01992,0.2477,0.227434,0.052623,-0.757413,-0.562797,2.110626,-0.564493,2.109779,-1.158361,1.213379,1.248962,-0.941227,1.879575,1.912637,-0.128589,2.18235,2.1484,-1.04283,-0.953027,-0.796686,-0.195104,0.916254,-1.319281,-1.961891,-0.596639,-0.444779,0.518054,0.755755,-0.606378,-1.072646,-0.953172,0.584511,0.751202,0.638347,-0.460462,-0.014762,-0.06598,-1.540136,-0.900307,-3.024855,-0.538154,-0.995024,1.484372,-0.057868,1.227657,-0.080833,-0.50863,0.016033,-0.359995,-0.178165,0.140231,0.540303,1.420664,1.543311,0.101838,0.261897,-0.526387,-0.231756,-0.12361,-1.50835,0.405631,-0.480662,-0.383267,-0.393656,-0.392705,-0.512863,0.350534,0.429964,2.434086,-2.037545,1.500783,-0.341093,-0.506171,-0.673678,0.351981,-0.087276,0.06977,0.272793,0.348268,0.006652,0.911395,-1.871586,-0.354845,1.108542,0.354846,-0.073952,0.898368,-0.926733,0.849047,1
1.40692,-0.153194,-0.224011,0.589596,-0.022311,-0.429882,-0.453099,-0.707497,-0.670455,-0.722742,-0.702579,0.404107,0.488435,0.404144,0.50028,-1.038285,1.166959,1.176001,0.105693,2.125584,2.011521,-0.632533,0.786881,0.785687,-1.584794,-1.144793,-2.275583,1.25203,-0.577676,0.222183,-1.542467,-1.341351,-0.589424,0.837396,0.871795,-0.946427,-0.858614,0.574403,0.153423,-1.024503,-1.849993,-0.081172,-0.378685,0.571452,-1.755606,-1.566437,-1.293838,-1.0187,-0.41284,0.722982,-0.841993,1.630694,0.432941,-0.053213,0.731295,0.153057,0.130409,0.514526,-0.72379,0.830418,-0.452753,-0.020116,-0.492734,0.739309,-0.293144,-0.06981,-0.046318,-0.323175,-0.90515,-0.52632,-0.619828,0.068993,-0.598738,0.026969,0.231945,0.427982,-1.382337,0.749375,0.172117,0.616053,-0.580139,0.124625,-0.191436,0.307439,0.347229,0.367701,0.122269,-0.454753,0.107933,-0.674783,1.240263,0.674784,-0.033479,0.90633,-1.017004,0.162652,1
-0.123851,1.204951,1.154901,1.009058,1.893075,1.628458,-0.836335,-0.658712,-0.599281,0.731807,0.339303,-0.950097,0.89186,-0.954246,0.898598,0.432783,0.043997,0.058159,-0.202553,2.131554,1.640076,1.551606,1.147358,1.019377,-2.313423,-1.384793,-1.36259,0.379759,0.034457,-0.258141,-1.032333,-1.70866,-0.660018,0.558135,0.949664,-0.044346,-0.660863,-1.099343,0.816912,1.045539,0.934315,-0.246682,0.28718,-0.612239,-1.449873,-0.375474,-0.543582,0.083721,-2.240966,-0.473548,-0.516464,1.37362,-1.271211,0.488095,-2.051737,2.304817,0.022339,-1.37633,0.530535,-2.3661,-1.399127,0.87024,-0.656426,-0.476177,-0.151638,-0.891065,2.099093,-0.599009,-0.749463,0.446944,-0.567891,-0.200859,0.043656,0.585461,0.453075,1.033676,-0.516988,0.752054,0.448189,0.358257,0.039635,0.036709,-0.034556,0.180201,-0.19555,-0.300332,-0.186323,-1.251645,-1.593386,-0.723993,-0.63006,0.723988,0.553704,-0.784495,0.862679,0.493214,1
0.860796,-0.674034,-0.672467,0.641644,-0.529781,-0.821518,0.999031,-0.197712,-0.252753,-1.342481,-1.321695,1.04878,0.755203,1.048411,0.760961,-0.951071,1.713518,1.711115,0.955905,0.563655,0.455085,-1.533068,0.637353,0.645099,-0.643057,0.816217,-0.213598,0.323595,-0.190924,0.300061,-0.486699,0.488028,-1.182159,0.998963,1.813063,0.301952,0.212894,0.864873,-0.219646,-0.486181,-0.595361,-0.758207,-0.19572,-0.036562,-1.582929,-0.912242,-1.169159,0.735411,-0.465412,-0.506952,-0.236364,0.570492,1.178647,-0.844072,0.96427,-0.235278,0.550078,1.716559,0.28876,0.951364,0.802548,-0.364267,0.24048,0.716637,0.038133,0.642006,0.15392,-0.080198,-0.331961,-0.845387,-0.67612,-0.41295,-0.924232,0.111259,0.047413,-0.401775,-0.886919,0.425186,0.104141,-0.719771,-0.078035,-0.537693,-0.115733,-0.159734,-0.040887,0.025416,0.12219,0.523953,0.385809,-0.920738,0.69316,0.920747,-0.831636,-0.3768,0.419508,-0.50732,1
-0.152058,-1.284873,-1.324476,-0.286893,2.884015,2.870946,-0.68648,3.143436,3.173213,0.351981,-0.645456,-0.88243,0.142385,-0.879943,0.145343,2.258915,-1.604471,-1.665395,-1.725412,-1.141024,-1.007051,-0.049552,-1.475515,-1.408984,0.196468,1.116562,0.922267,-0.502142,0.81212,-1.076687,-0.308709,0.741657,-1.127888,-0.575329,0.780052,1.540478,0.605291,-0.085523,0.560935,0.837244,0.656348,-0.007105,-0.404151,-0.07681,-0.620581,-0.133781,0.915368,0.447314,0.282559,-0.425603,0.225989,0.464529,-1.566244,0.017566,0.011681,-0.143321,-0.630816,-1.084766,2.061786,-0.433968,0.103043,1.720222,0.322102,-0.330303,0.497706,0.178794,0.901355,-0.614912,-0.612405,-0.474646,-0.518694,0.147604,-0.133425,-0.313096,-0.592376,-1.00512,0.994991,-0.228168,0.354237,0.317399,0.781023,-0.202696,-0.335491,-0.533637,-0.452489,-0.454395,-0.04084,-2.062906,0.751958,-0.280572,-0.908782,0.280568,-0.083414,-2.320059,2.561165,0.624059,-1
2.153147,1.616371,1.421614,1.547045,-0.364831,-0.710519,-0.487717,0.01346,0.059568,0.53199,-1.622343,-2.021316,-0.079593,-2.027695,-0.065533,0.47123,1.19992,1.172845,-0.926976,0.850377,0.928523,-0.037994,-0.020927,-0.027233,-1.212646,-0.009768,-1.715174,1.078469,-0.869726,0.886231,-1.51428,-0.537826,-0.880138,0.7739,1.022065,-0.684705,0.221302,0.917816,-0.837874,-1.256397,-0.957531,-0.599831,0.071854,0.973222,-0.716434,-0.1377,-1.788514,-1.027944,-0.608279,1.582496,0.099622,-0.290478,-0.014557,-0.199414,0.028125,-1.51172,-1.1858,-0.74137,0.139894,1.740415,-0.505541,-0.021652,0.452759,0.949858,0.616237,0.986381,0.071834,1.058383,0.467017,0.487773,0.327514,-0.351011,-0.432023,-0.955349,-0.609855,-0.209969,-0.714225,0.746318,-0.034867,0.399506,-0.353115,0.052043,-0.234599,0.097925,0.062894,0.198018,0.257421,0.184373,-1.032914,0.634716,-0.341652,-0.634714,0.777553,0.880519,-0.976301,0.793135,1
0.109688,0.643636,0.698219,1.64359,0.487273,0.00201,-2.60364,0.231713,0.274384,0.480548,-1.875767,-1.267702,2.117957,-1.272325,2.132664,-1.012978,1.902918,1.906014,-1.973143,-0.134339,0.282339,-0.739992,-0.106089,-0.099548,-2.506273,1.059897,-0.577076,0.396687,-0.471169,0.723617,-0.505293,-1.101529,-1.580348,1.175599,2.070271,0.961004,0.43943,0.826409,0.074056,-0.282529,-0.35842,0.273785,-0.990133,1.302075,-0.241819,0.869005,-0.98327,-1.696235,-1.139131,-0.399173,0.374819,1.069026,2.318365,0.073195,3.061418,-0.901352,2.19814,2.499375,2.252378,2.031235,1.56235,1.167982,0.635283,0.612603,0.223608,0.967995,0.896877,-0.399827,-0.660437,-0.10769,-0.442083,-0.628837,-0.01816,-0.127957,0.774586,1.436658,-2.694269,0.581731,-0.483573,0.537419,0.026201,0.14072,-0.047174,-0.286941,0.237454,0.215996,0.032653,0.932637,-1.780769,-0.254321,1.124657,0.254319,-0.786737,-0.357618,0.470748,0.479234,1
0.337583,1.604575,1.463345,0.02042,0.271803,0.142795,-0.899123,0.879484,0.836144,0.669476,-1.594966,-2.368962,2.565637,-2.371529,2.573218,-0.963389,2.631382,2.638354,-0.513376,0.77843,0.81991,-0.803744,-0.115423,-0.107971,-3.131583,0.655155,-0.90779,-0.224803,0.643727,-0.827982,-0.967498,-2.718173,-0.640113,0.695487,1.264882,-0.109403,-0.290911,-0.700985,0.095205,0.85183,1.157455,-0.282558,0.886276,-0.402823,-0.380093,-1.436803,-2.125818,-0.125522,-1.266503,-2.231086,-0.448835,0.744653,2.46484,0.44853,-1.239052,0.293054,0.456667,0.149911,1.863887,1.257392,0.641411,2.879115,-0.395589,0.486389,-0.500664,-0.21452,-0.144201,0.380484,0.046066,-0.497277,-0.10271,-1.274854,0.293708,-0.285717,0.831047,-0.983559,-1.791575,1.235151,0.364601,0.839274,-0.590537,-0.531505,0.152207,-0.320923,-0.032084,-0.683228,0.175184,0.208141,-0.69882,0.533347,0.08208,-0.53335,0.556276,1.357098,-1.427901,1.793793,1
