@relation WekaExcel

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute x41 numeric
@attribute x42 numeric
@attribute x43 numeric
@attribute x44 numeric
@attribute x45 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute x48 numeric
@attribute x49 numeric
@attribute x50 numeric
@attribute x51 numeric
@attribute x52 numeric
@attribute x53 numeric
@attribute x54 numeric
@attribute y {-1,1}

@data
45.400002,1098,51.900002,443,?,?,0.19,14.2,60.150002,247.5,2.85,8.75,4036,21049,32.900002,29593,74174,381,0.95,43,3093,3887,12.025,43,4368,?,2282,15931,3489,1527,3057,11468,2.62,12.18,18.879999,37.810001,8.04,6.44,49,72,46,48.900002,50.099998,84.199997,53.049999,42.200001,42.200001,40.200001,39.700001,27.700001,1427100,1237200,13.3,1126.9,1
42.799999,1160,49.700001,581,53.299999,507,0.03,13.7,60.099998,229.5,0.76,2.3,1375,6833,14.6,10328,24957,122,0.19,11,0.76,1.241,3.758,11,1133,6083,1130,6323,3296,608,2027,11341,0,5.67,11.66,32.790001,7.83,6.81,48,58,42,36,47.099998,61.799999,45.799999,36.599998,36,37.700001,37.099998,26.6,383000,333988,12.8,248.39999,-1
45.799999,1059,52.049999,408.5,?,?,0.17,15,60.650002,219,2.78,8.55,4351,20133,32.700001,29351,74115,379,0.56,41,2968,3218,9.911,41,4719,?,1971,14621,3592,1737,3414,11656,2.83,11.33,16.1,31.629999,7.95,6.83,53,72,49,52.5,53.799999,85,55.950001,44.400002,44.400002,42.799999,42.200001,26.700001,1400900,1205800,13.9,1091.6,1
46.200001,992,52.150002,390,56.599998,388,0.22,14.7,60.25,226,3.06,9.4,5089,20891,36,32414,73999,390,0.39,37,2615,2843,8.556,37,4557,24309,2546,13800,1941,1288,2574,10552,1.64,7.21,10.53,21.059999,8.18,6.66,52,77,51,51.599998,52.5,84.599998,55.650002,42.099998,42.200001,40.400002,39.799999,27.5,1540900,1337100,13.2,1094.6,-1
44,1106,48.900002,576.5,56.400002,432,0.12,13.5,60.400002,188,1.82,5.61,3353,13835,29.6,20932,58253,293,0.19,26,1215.6479,1719.8409,7.824,26,3595,16067,1286,16775,3341,1567,2842,10261,2.16,14.41,32.540001,41.32,7.22,6.99,50,67.5,47,50.099998,51.349998,84.199997,49.900002,38.900002,38.400002,38.900002,38.299999,25.700001,918890,829450,9.9,709,1
44.599998,1089,52.299999,424.5,58.099998,399,0.17,14.8,60.599998,243,2.96,9.08,4239,21345,33.099998,29841,73878,379,0.57,45,3249,3538,13.854,46,5705,?,2646,13689,3367,1700,3647,10710,3.44,11.94,41,50.869999,7.14,6.95,52,74,50,51.400002,52.599998,84.800003,55.549999,40.799999,40.900002,40.700001,40.400002,27.299999,1475400,1293200,12.25,1164.8,1
45.099998,1053,52.700001,391.5,58.099998,390,0.2,13.2,60.400002,174,2.55,7.81,4063,18878,26.9,27194,73694,377,0.44,38,2710,3528,11.064,38,4414,23805,678,12529,3050,1616,3310,11890,2.65,10.86,27.459999,36.119999,7.85,6.87,53,75.5,50,52.599998,53.799999,85,55.099998,41.900002,41.900002,42.799999,42.299999,28.799999,1276900,1103400,13.5,1059.2,1
44,1108,50.700001,496.5,57.599998,416,0.06,15.3,60.700001,258,2.81,8.64,4025,21646,42.799999,30299,75064,380,0.56,43,3035,2877,8.635,42,4820,23623,2435,14549,3142,1803,3124,8929,2.9,13.47,42.02,45.459999,7.84,6.74,53,78,54,52.700001,53.75,85.099998,58,41,40.599998,40.200001,39.200001,26.200001,1404590,1268436,9.7,1141.1,1
45.799999,1061,51.599998,388.5,58,325,?,14.5,60.75,208.5,2.7,8.26,4316,19765,34.099998,30679,73502,387,0.6,37,2640,2940,8.827,37,3313,23827,2029,17427,887,1327,2656,10634,2,10.15,10.86,21.709999,6.87,6.76,53,75,52,53.200001,54.200001,86.099998,54.049999,41.700001,41.700001,41.200001,41,28,1356700,1159700,14.45,1077.6,1
42.599998,1179,49.700001,517,?,?,0.25,13.3,58.75,237.5,1.32,4.04,2166,10350,16.4,14859,39608,199,0.38,20,1023.46,1384.62,6.94,21,2634,10422,404,10325,3449,1247,1796,9676,1.59,8.96,23.23,36.709999,7.26,6.92,54,67.5,43,50.799999,52.700001,74.599998,47.5,41.599998,41.599998,42.200001,41.799999,26.700001,669300,562700,14.5,566.40002,1
45.599998,1062,51.650002,372,61.099998,278,?,13.7,60.299999,226.5,2.74,8.43,4255,21192,35.099998,31736,73605,380,0.95,41,2921,3464,10.88,41,3894,?,1651,13082,996,1637,3272,10530,?,11.32,15.19,30.33,6.66,6.64,51,74,50,50.900002,51.900002,84.099998,54.150002,44.400002,44.5,40.700001,40,28,1374800,1215300,11.6,1103.1,1
43.799999,1103,50.25,505.5,57.799999,401,0.08,14.3,61.049999,226,2.31,6.97,3792,18185,36.599998,25872,72365,371,0.76,36,2555,2635,7.919,36,4627,20441,2119,15999,2833,1710,2815,9753,2.79,14.62,39.52,40.889999,7.91,6.83,52,77.5,48,51.400002,53.049999,84.400002,51.900002,41.900002,41.599998,40.400002,40.099998,25.799999,394940,356750,9.65,837.5,1
44.5,1098,52.299999,460.5,58.299999,405,0.15,15.5,60.849998,274.5,2.55,7.83,4131,21135,32,28795,70714,361,0.56,40,2861,4234,13.075,40,5690,22638,2699,12985,3491,1987,3893,11904,3.41,12.48,42.619999,60.939999,8.05,6.9,50,76,44,49.900002,51,82.699997,52.150002,38.599998,38.599998,40,39.5,24.6,1296700,1151400,11.35,1079.35,1
44.5,1106,50.900002,424.5,58,313,0.24,14,60.549999,217.5,2.68,8.25,4040,20198,32.700001,29432,74273,391,0.37,41,2936,3901,11.715,41,3859,24339,2000,12827,3516,1701,3210,7615,2.32,11.16,42.619999,50.220001,7.43,6.91,53,74,48,52.599998,53.799999,85.199997,54.5,40.900002,40.900002,42.099998,41.400002,27.799999,1341400,1158800,13.65,1081.8,1
44.400002,1145,51.450001,538.5,57.599998,423,0.07,15.8,60.799999,297,2.86,8.770001,4649,21074,43.700001,30979,75296,380,0.56,46,3321,3189,9.6,46,5440,23862,2941,15974,3705,1996,3090,9223,3.28,?,44.02,44.970001,7.72,6.7,49,79,50,48.5,49.549999,85.300003,53.900002,42.099998,42,39.5,38.900002,23.799999,1428620,1284345,10.1,1158.7,1
45.700001,1029,51.849998,428.5,56.299999,390,0.21,14.2,60.450001,235,2.65,8.09,4630,18760,32,28865,69059,366,0.29,34,2424,2343,7.019,34,3985,21749,3001,12644,1900,1201,2816,11504,1.44,6.63,11.43,26.860001,7.09,6.66,50,76.5,49,49.400002,50.400002,85.699997,53.400002,40.099998,40.200001,39.400002,39,26.200001,1329700,1158000,12.75,957.59998,-1
45.5,1085,51.900002,436,?,?,?,12.4,60.349998,200,2.7,8.3,4070,19549,34,30628,75296,381,1.15,39,2767,3397,10.301,39,3780,?,1063,12971,1000,1495,3256,11071,?,11.37,11.55,25.15,6.9,6.39,51,74.5,48,50.5,51.799999,84.699997,53.200001,44.299999,44.400002,40.900002,40.5,27.5,1355600,1184800,12.55,1077.4,1
42.700001,1209,50.349998,555.5,54.200001,486,0,15.9,58.150002,269.5,1.51,4.66,2299,10689,29.799999,16097,39206,209,0.23,23,1.636,2813,10.306,23,2463,10148,1130,7873,3565,1022,2703,9855,1.48,7.18,20.93,36.389999,7.99,7.16,50,67,44,42.799999,48.549999,29.6,48.5,37.099998,36.799999,36.799999,36,26.6,753770,668743,11.3,559.29999,1
44.400002,1076,52.349998,357.5,57.700001,397,0.19,13.1,60.75,234.5,2.81,8.63,4102,21370,32.900002,29693,73795,381,0.57,42,3005,4491,13.733,42,4852,24922,498,12328,3228,1795,2821,10462,2.92,10.66,34.48,30.780001,7.52,6.89,54,77,49,53.299999,54.599998,83,55.200001,40.700001,40.700001,42.200001,41.599998,28.200001,1403700,1247900,11.1,1155.3,1
45.299999,1100,51.75,408,?,?,0.25,14,60.299999,219.5,2.76,8.46,4118,19935,31.1,28036,75190,379,0.57,40,2843,2771,8.296,39,4589,?,3500,17504,3631,1598,3230,11571,2.76,12.16,14.74,29.780001,7.46,6.54,53,73,51,52.700001,53.950001,85.599998,55.950001,45,45,42.200001,41.799999,28.1,1381000,1201100,13,1054.1,1
45,1058,51.450001,387,59.400002,313,?,11.1,60.299999,212,2.05,6.28,3388,16090,27,24409,61546,323,0.76,30,2163,2886,8.91,30,3279,18009,2552,13419,1191,1583,2974,10988,?,11.53,14.68,27.57,6.82,6.7,50,72,49,49.400002,50.700001,83.199997,52.049999,42.799999,42.900002,39.299999,38.700001,28.299999,1026500,903600,11.9,820.20001,1
45,1116,51.650002,381,61.700001,261,?,13.4,60.299999,211,2.75,8.41,4249,20889,34.700001,31264,75171,380,0.95,41,2895,3837,13.591,41,4777,?,1906,13430,1443,1841,3682,11322,?,11.34,14.23,28.459999,6.76,6.69,50,75,47,49.700001,50.900002,85,53.549999,44.5,44.599998,41.299999,40.599998,28.4,1376500,1215000,11.65,1096.1,1
45,1123,51.5,429,56.299999,392,0.09,14.7,60.200001,261.5,3.07,9.39,5005,21284,36.299999,32697,75263,389,0.8,41,2952,3458,11.039,41,4387,24902,2640,11961,1332,1467,2932,12500,2.61,6.83,10.19,20.360001,7.28,6.57,49,78,45,48.400002,49.5,85.5,53.049999,38.799999,38.799999,38.099998,37.700001,26.200001,1528600,1311500,14.2,1146.3,1
45.200001,1111,52.349998,384.5,57.700001,327,?,13.4,60.349998,229,2.58,7.93,3610,19650,34,30620,75040,390,0.57,38,2718,3414,10.705,38,4495,23332,772,14199,1259,1690,3215,12368,2.7,9.08,13.8,26.26,6.95,6.8,48,73,41,47.599998,48.5,85.199997,48.200001,40.799999,40.799999,39.5,39.299999,26.6,1140100,948700,16.799999,881.79999,1
43.400002,1190,50.25,477,56.799999,423,0.12,15.3,60.25,238,2.58,7.91,4107,18824,39.099998,27717,71743,362,0.37,41,2951,2449,7.426,41,4375,21445,2938,13855,2541,1647,2565,8731,2.64,11.63,40.130001,31.51,7.44,7.13,54,79,53,53.900002,55.150002,84.300003,58,41.799999,41.799999,39.299999,38.400002,25.4,1298400,1181743,8.95,1062.7,1
44.799999,1110,51.049999,384.5,60.799999,288,?,12.7,60.450001,216,2.6,7.94,4062,19898,32,28855,73186,379,0.95,38,2744,3579,11.285,38,3761,23746,2342,13400,584,1834,3250,11501,?,11.53,17.030001,30.129999,6.71,6.67,50,73.5,46,50,51.400002,84.5,51.450001,43.5,43.5,39.599998,38.400002,28.200001,644000,568500,11.8,517.40002,1
44.599998,1101,52.450001,486.5,57.599998,396,0.1,12.6,60.549999,247,2.3,7.06,3474,17473,27.6,24756,64447,329,0.76,34,2394,2605,10.074,34,4134,19490,2406,14449,3565,1561,3418,11150,2.49,12.62,28.700001,44.02,7.63,6.9,48,76,48,47.5,47.950001,84.300003,51.25,38.400002,38.5,38.900002,38.599998,26,1156600,1039200,9.6,879.59998,1
